consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria,consumo_por_equipamento,intensidade_consumo,equipamentos_por_hora,uso_horario_pico_num
300,True,13,Casa,4,Moderado,23.07692307692308,75.0,3.25,1
605,False,9,Apartamento,2,Moderado,67.22222222222223,302.5,4.5,0
594,False,12,Casa,9,Ineficiente,49.5,66.0,1.3333333333333333,0
415,False,13,Casa,11,Moderado,31.923076923076923,37.72727272727273,1.181818181818182,0
134,False,6,Casa,8,Eficiente,22.33333333333333,16.75,0.75,0
579,True,9,Casa,3,Ineficiente,64.33333333333333,193.0,3.0,1
615,False,15,Comércio,7,Ineficiente,41.0,87.85714285714286,2.142857142857143,0
241,True,12,Casa,4,Moderado,20.08333333333333,60.25,3.0,1
673,False,8,Apartamento,5,Moderado,84.125,134.6,1.6,0
238,True,13,Casa,4,Moderado,18.307692307692307,59.5,3.25,1
267,True,8,Apartamento,9,Moderado,33.375,29.666666666666668,0.8888888888888888,1
139,False,4,Comércio,11,Eficiente,34.75,12.636363636363637,0.3636363636363636,0
398,True,10,Casa,7,Moderado,39.8,56.85714285714285,1.4285714285714286,1
290,False,10,Apartamento,4,Eficiente,29.0,72.5,2.5,0
485,True,16,Casa,8,Ineficiente,30.3125,60.625,2.0,1
188,True,13,Casa,2,Moderado,14.461538461538462,94.0,6.5,1
155,False,9,Apartamento,7,Eficiente,17.22222222222222,22.142857142857142,1.2857142857142858,0
621,False,13,Apartamento,11,Ineficiente,47.76923076923077,56.45454545454545,1.181818181818182,0
393,False,11,Casa,1,Moderado,35.72727272727273,393.0,11.0,0
196,True,10,Casa,8,Moderado,19.6,24.5,1.25,1
98,True,16,Casa,6,Moderado,6.125,16.333333333333332,2.6666666666666665,1
511,False,11,Apartamento,5,Ineficiente,46.45454545454545,102.2,2.2,0
429,False,17,Apartamento,9,Moderado,25.235294117647054,47.66666666666666,1.8888888888888888,0
262,True,11,Apartamento,9,Moderado,23.818181818181817,29.11111111111111,1.2222222222222223,1
192,False,8,Apartamento,3,Eficiente,24.0,64.0,2.6666666666666665,0
262,False,4,Comércio,9,Eficiente,65.5,29.11111111111111,0.4444444444444444,0
560,False,14,Apartamento,9,Ineficiente,40.0,62.22222222222222,1.5555555555555556,0
225,False,9,Apartamento,2,Eficiente,25.0,112.5,4.5,0
192,False,5,Apartamento,5,Eficiente,38.4,38.4,1.0,0
555,True,15,Apartamento,11,Ineficiente,37.0,50.45454545454545,1.3636363636363635,1
382,True,9,Apartamento,2,Moderado,42.44444444444444,191.0,4.5,1
197,False,11,Comércio,1,Eficiente,17.90909090909091,197.0,11.0,0
240,True,12,Comércio,7,Ineficiente,20.0,34.285714285714285,1.7142857142857142,1
480,True,16,Casa,4,Ineficiente,30.0,120.0,4.0,1
277,True,12,Casa,5,Moderado,23.08333333333333,55.4,2.4,1
339,True,4,Comércio,4,Moderado,84.75,84.75,1.0,1
126,False,16,Casa,6,Eficiente,7.875,21.0,2.6666666666666665,0
478,False,15,Comércio,11,Ineficiente,31.866666666666667,43.45454545454545,1.3636363636363635,0
638,True,8,Casa,2,Ineficiente,79.75,319.0,4.0,1
157,True,15,Casa,8,Moderado,10.466666666666669,19.625,1.875,1
203,False,8,Casa,4,Eficiente,25.375,50.75,2.0,0
154,False,11,Casa,8,Moderado,14.0,19.25,1.375,0
216,False,15,Casa,3,Eficiente,14.4,72.0,5.0,0
681,False,11,Apartamento,11,Ineficiente,61.90909090909091,61.90909090909091,1.0,0
479,True,17,Apartamento,5,Ineficiente,28.176470588235293,95.8,3.4,1
584,True,15,Comércio,3,Ineficiente,38.93333333333333,194.66666666666663,5.0,1
579,False,7,Casa,7,Ineficiente,82.71428571428571,82.71428571428571,1.0,0
652,False,16,Apartamento,3,Ineficiente,40.75,217.33333333333331,5.333333333333333,0
217,False,7,Apartamento,8,Eficiente,31.0,27.125,0.875,0
129,True,11,Apartamento,9,Moderado,11.727272727272728,14.333333333333334,1.2222222222222223,1
698,False,10,Apartamento,2,Moderado,69.8,349.0,5.0,0
333,False,9,Casa,3,Eficiente,37.0,111.0,3.0,0
642,True,10,Casa,7,Ineficiente,64.2,91.71428571428572,1.4285714285714286,1
505,True,8,Casa,5,Ineficiente,63.125,101.0,1.6,1
626,True,5,Casa,10,Ineficiente,125.2,62.6,0.5,1
381,True,9,Apartamento,7,Moderado,42.333333333333336,54.42857142857143,1.2857142857142858,1
660,True,10,Casa,2,Ineficiente,66.0,330.0,5.0,1
428,True,17,Comércio,4,Ineficiente,25.176470588235293,107.0,4.25,1
128,False,10,Comércio,1,Eficiente,12.8,128.0,10.0,0
153,True,3,Comércio,5,Eficiente,51.0,30.6,0.6,1
340,True,9,Comércio,8,Ineficiente,37.77777777777778,42.5,1.125,1
435,False,5,Casa,1,Eficiente,87.0,435.0,5.0,0
661,False,4,Apartamento,7,Ineficiente,165.25,94.42857142857144,0.5714285714285714,0
681,False,16,Casa,7,Ineficiente,42.5625,97.28571428571428,2.2857142857142856,0
339,True,4,Apartamento,7,Moderado,84.75,48.42857142857143,0.5714285714285714,1
374,False,16,Comércio,1,Moderado,23.375,374.0,16.0,0
392,True,17,Comércio,11,Ineficiente,23.058823529411764,35.63636363636363,1.5454545454545454,1
691,False,16,Casa,3,Ineficiente,43.1875,230.33333333333331,5.333333333333333,0
261,True,10,Apartamento,11,Moderado,26.1,23.727272727272727,0.9090909090909092,1
443,False,11,Casa,2,Moderado,40.27272727272727,221.5,5.5,0
267,True,5,Casa,5,Eficiente,53.4,53.4,1.0,1
648,False,16,Apartamento,2,Ineficiente,40.5,324.0,8.0,0
622,True,5,Casa,5,Ineficiente,124.4,124.4,1.0,1
675,True,8,Comércio,5,Ineficiente,84.375,135.0,1.6,1
627,True,13,Casa,4,Ineficiente,48.23076923076923,156.75,3.25,1
487,False,12,Comércio,11,Ineficiente,40.583333333333336,44.27272727272727,1.0909090909090908,0
697,False,3,Apartamento,7,Ineficiente,232.33333333333331,99.57142857142856,0.4285714285714285,0
493,False,8,Apartamento,10,Ineficiente,61.625,49.3,0.8,0
421,True,14,Apartamento,6,Moderado,30.071428571428573,70.16666666666667,2.333333333333333,1
299,True,5,Comércio,2,Eficiente,59.8,149.5,2.5,1
242,False,13,Casa,4,Eficiente,18.615384615384617,60.5,3.25,0
299,True,6,Comércio,11,Moderado,49.833333333333336,27.181818181818183,0.5454545454545454,1
349,False,11,Casa,7,Moderado,31.727272727272727,49.85714285714285,1.5714285714285714,0
479,False,5,Casa,9,Ineficiente,95.8,53.22222222222222,0.5555555555555556,0
261,False,3,Casa,9,Eficiente,87.0,29.0,0.3333333333333333,0
697,True,5,Apartamento,3,Ineficiente,139.4,232.33333333333331,1.6666666666666667,1
284,True,9,Apartamento,1,Eficiente,31.55555555555556,284.0,9.0,1
661,True,15,Apartamento,9,Ineficiente,44.06666666666667,73.44444444444444,1.6666666666666667,1
635,False,9,Apartamento,8,Ineficiente,70.55555555555556,79.375,1.125,0
307,True,13,Casa,7,Ineficiente,23.615384615384617,43.85714285714285,1.8571428571428568,1
698,True,7,Comércio,6,Ineficiente,99.71428571428572,116.33333333333331,1.1666666666666667,1
675,True,16,Casa,10,Ineficiente,42.1875,67.5,1.6,1
329,True,3,Comércio,7,Ineficiente,109.66666666666669,47.0,0.4285714285714285,1
520,False,13,Casa,11,Ineficiente,40.0,47.27272727272727,1.181818181818182,0
612,False,10,Apartamento,9,Ineficiente,61.2,68.0,1.1111111111111112,0
275,True,12,Casa,6,Moderado,22.916666666666668,45.833333333333336,2.0,1
598,True,10,Casa,10,Ineficiente,59.8,59.8,1.0,1
149,False,12,Casa,3,Eficiente,12.416666666666666,49.66666666666666,4.0,0
478,True,14,Casa,3,Ineficiente,34.142857142857146,159.33333333333334,4.666666666666667,1
282,False,12,Casa,4,Eficiente,23.5,70.5,3.0,0
227,False,15,Casa,10,Moderado,15.133333333333333,22.7,1.5,0
551,True,12,Apartamento,10,Ineficiente,45.91666666666666,55.1,1.2,1
278,False,4,Apartamento,8,Eficiente,69.5,34.75,0.5,0
505,False,12,Apartamento,10,Ineficiente,42.083333333333336,50.5,1.2,0
571,True,5,Comércio,9,Ineficiente,114.2,63.44444444444444,0.5555555555555556,1
221,True,6,Apartamento,8,Moderado,36.833333333333336,27.625,0.75,1
392,True,3,Apartamento,11,Moderado,130.66666666666666,35.63636363636363,0.2727272727272727,1
244,True,6,Apartamento,10,Moderado,40.66666666666666,24.4,0.6,1
393,False,7,Casa,2,Eficiente,56.142857142857146,196.5,3.5,0
100,False,5,Apartamento,4,Eficiente,20.0,25.0,1.25,0
161,False,16,Casa,4,Eficiente,10.0625,40.25,4.0,0
660,True,13,Comércio,2,Ineficiente,50.76923076923077,330.0,6.5,1
210,True,17,Apartamento,8,Moderado,12.352941176470589,26.25,2.125,1
678,False,12,Casa,3,Ineficiente,56.5,226.0,4.0,0
384,True,4,Apartamento,2,Moderado,96.0,192.0,2.0,1
450,False,15,Casa,7,Moderado,30.0,64.28571428571429,2.142857142857143,0
463,True,8,Casa,1,Ineficiente,57.875,463.0,8.0,1
524,False,10,Casa,6,Moderado,52.4,87.33333333333333,1.6666666666666667,0
504,False,9,Apartamento,3,Moderado,56.0,168.0,3.0,0
240,True,13,Apartamento,3,Moderado,18.46153846153846,80.0,4.333333333333333,1
257,True,16,Apartamento,5,Moderado,16.0625,51.4,3.2,1
569,True,3,Casa,3,Ineficiente,189.66666666666663,189.66666666666663,1.0,1
406,True,6,Apartamento,4,Moderado,67.66666666666667,101.5,1.5,1
677,False,5,Apartamento,3,Moderado,135.4,225.66666666666663,1.6666666666666667,0
368,False,8,Casa,7,Moderado,46.0,52.57142857142857,1.1428571428571428,0
672,False,11,Apartamento,3,Ineficiente,61.09090909090909,224.0,3.6666666666666665,0
652,False,11,Casa,10,Ineficiente,59.27272727272727,65.2,1.1,0
652,True,9,Casa,4,Ineficiente,72.44444444444444,163.0,2.25,1
433,True,17,Apartamento,2,Moderado,25.47058823529412,216.5,8.5,1
107,True,14,Apartamento,2,Moderado,7.642857142857143,53.5,7.0,1
122,False,11,Casa,9,Moderado,11.090909090909092,13.555555555555555,1.2222222222222223,0
502,True,10,Casa,11,Ineficiente,50.2,45.63636363636363,0.9090909090909092,1
677,False,7,Casa,1,Moderado,96.71428571428572,677.0,7.0,0
256,True,11,Casa,1,Moderado,23.272727272727277,256.0,11.0,1
608,False,16,Casa,10,Ineficiente,38.0,60.8,1.6,0
689,False,9,Casa,1,Moderado,76.55555555555556,689.0,9.0,0
573,True,7,Apartamento,3,Ineficiente,81.85714285714286,191.0,2.333333333333333,1
277,True,17,Casa,2,Moderado,16.294117647058822,138.5,8.5,1
689,False,10,Apartamento,3,Moderado,68.9,229.66666666666663,3.333333333333333,0
656,True,17,Apartamento,5,Ineficiente,38.588235294117645,131.2,3.4,1
596,True,9,Casa,9,Ineficiente,66.22222222222223,66.22222222222223,1.0,1
593,False,11,Casa,2,Ineficiente,53.90909090909091,296.5,5.5,0
101,True,12,Comércio,11,Ineficiente,8.416666666666666,9.181818181818182,1.0909090909090908,1
191,False,3,Casa,1,Eficiente,63.66666666666666,191.0,3.0,0
136,False,17,Casa,11,Moderado,8.0,12.363636363636363,1.5454545454545454,0
145,True,15,Casa,6,Moderado,9.666666666666666,24.166666666666668,2.5,1
177,True,11,Apartamento,3,Moderado,16.09090909090909,59.0,3.6666666666666665,1
223,True,17,Apartamento,7,Moderado,13.117647058823527,31.857142857142858,2.4285714285714284,1
514,False,9,Comércio,6,Moderado,57.11111111111112,85.66666666666667,1.5,0
165,True,3,Comércio,11,Moderado,55.0,15.0,0.2727272727272727,1
667,False,3,Casa,7,Ineficiente,222.33333333333331,95.28571428571428,0.4285714285714285,0
423,True,7,Casa,5,Moderado,60.42857142857143,84.6,1.4,1
373,True,10,Casa,1,Moderado,37.3,373.0,10.0,1
650,True,11,Casa,3,Ineficiente,59.09090909090909,216.66666666666663,3.6666666666666665,1
690,True,14,Casa,3,Ineficiente,49.285714285714285,230.0,4.666666666666667,1
322,True,8,Casa,7,Moderado,40.25,46.0,1.1428571428571428,1
640,False,14,Casa,3,Ineficiente,45.71428571428572,213.33333333333331,4.666666666666667,0
111,True,15,Casa,11,Moderado,7.4,10.090909090909092,1.3636363636363635,1
470,True,12,Casa,5,Ineficiente,39.16666666666666,94.0,2.4,1
356,True,14,Comércio,4,Ineficiente,25.428571428571427,89.0,3.5,1
611,False,10,Apartamento,4,Moderado,61.1,152.75,2.5,0
233,False,17,Comércio,7,Moderado,13.705882352941176,33.285714285714285,2.4285714285714284,0
462,True,8,Casa,1,Ineficiente,57.75,462.0,8.0,1
147,False,13,Apartamento,7,Moderado,11.307692307692308,21.0,1.8571428571428568,0
293,True,8,Casa,8,Moderado,36.625,36.625,1.0,1
455,False,6,Casa,3,Moderado,75.83333333333333,151.66666666666666,2.0,0
292,True,13,Casa,3,Moderado,22.46153846153846,97.33333333333331,4.333333333333333,1
158,True,7,Comércio,4,Eficiente,22.571428571428573,39.5,1.75,1
683,False,16,Comércio,6,Ineficiente,42.6875,113.83333333333331,2.6666666666666665,0
460,True,4,Casa,7,Ineficiente,115.0,65.71428571428571,0.5714285714285714,1
137,False,5,Casa,1,Eficiente,27.4,137.0,5.0,0
105,True,5,Casa,4,Eficiente,21.0,26.25,1.25,1
526,False,16,Casa,7,Ineficiente,32.875,75.14285714285714,2.2857142857142856,0
145,False,14,Casa,11,Moderado,10.357142857142858,13.181818181818182,1.2727272727272727,0
333,True,13,Casa,2,Moderado,25.615384615384617,166.5,6.5,1
123,False,7,Apartamento,1,Eficiente,17.571428571428573,123.0,7.0,0
176,False,16,Casa,1,Eficiente,11.0,176.0,16.0,0
633,False,7,Casa,10,Ineficiente,90.42857142857144,63.3,0.7,0
306,True,8,Casa,6,Moderado,38.25,51.0,1.3333333333333333,1
515,False,7,Casa,5,Moderado,73.57142857142857,103.0,1.4,0
680,True,14,Comércio,1,Ineficiente,48.57142857142857,680.0,14.0,1
458,True,8,Casa,10,Ineficiente,57.25,45.8,0.8,1
257,False,10,Comércio,3,Eficiente,25.7,85.66666666666667,3.333333333333333,0
506,False,17,Apartamento,11,Ineficiente,29.764705882352946,46.0,1.5454545454545454,0
386,True,4,Comércio,7,Ineficiente,96.5,55.142857142857146,0.5714285714285714,1
583,True,6,Apartamento,9,Ineficiente,97.16666666666669,64.77777777777777,0.6666666666666666,1
347,True,15,Apartamento,9,Ineficiente,23.133333333333333,38.55555555555556,1.6666666666666667,1
665,True,8,Comércio,6,Ineficiente,83.125,110.83333333333331,1.3333333333333333,1
87,True,14,Casa,3,Moderado,6.214285714285714,29.0,4.666666666666667,1
587,False,7,Apartamento,1,Moderado,83.85714285714286,587.0,7.0,0
555,True,3,Comércio,3,Ineficiente,185.0,185.0,1.0,1
376,False,11,Apartamento,10,Moderado,34.18181818181818,37.6,1.1,0
243,False,5,Comércio,2,Eficiente,48.6,121.5,2.5,0
564,True,4,Apartamento,11,Ineficiente,141.0,51.27272727272727,0.3636363636363636,1
676,True,11,Comércio,5,Ineficiente,61.45454545454545,135.2,2.2,1
151,True,9,Apartamento,8,Moderado,16.77777777777778,18.875,1.125,1
646,True,7,Apartamento,5,Ineficiente,92.28571428571428,129.2,1.4,1
638,False,14,Apartamento,1,Ineficiente,45.57142857142857,638.0,14.0,0
317,True,8,Comércio,3,Moderado,39.625,105.66666666666669,2.6666666666666665,1
183,False,14,Apartamento,5,Eficiente,13.071428571428571,36.6,2.8,0
289,True,13,Apartamento,7,Moderado,22.23076923076923,41.285714285714285,1.8571428571428568,1
633,True,6,Apartamento,5,Ineficiente,105.5,126.6,1.2,1
547,True,3,Casa,10,Ineficiente,182.33333333333331,54.7,0.3,1
533,True,6,Casa,5,Ineficiente,88.83333333333333,106.6,1.2,1
347,True,11,Comércio,7,Ineficiente,31.545454545454547,49.57142857142857,1.5714285714285714,1
465,True,3,Apartamento,8,Ineficiente,155.0,58.125,0.375,1
466,False,12,Casa,8,Ineficiente,38.833333333333336,58.25,1.5,0
338,False,5,Casa,7,Moderado,67.6,48.285714285714285,0.7142857142857143,0
362,True,17,Apartamento,3,Moderado,21.294117647058822,120.66666666666669,5.666666666666667,1
119,True,17,Apartamento,11,Moderado,7.0,10.818181818181818,1.5454545454545454,1
565,True,7,Apartamento,2,Ineficiente,80.71428571428571,282.5,3.5,1
299,True,9,Apartamento,1,Eficiente,33.22222222222222,299.0,9.0,1
208,True,11,Casa,6,Moderado,18.90909090909091,34.666666666666664,1.8333333333333333,1
599,True,8,Casa,9,Ineficiente,74.875,66.55555555555556,0.8888888888888888,1
692,True,5,Casa,3,Ineficiente,138.4,230.66666666666663,1.6666666666666667,1
698,True,15,Apartamento,5,Ineficiente,46.53333333333333,139.6,3.0,1
692,True,9,Casa,9,Ineficiente,76.88888888888889,76.88888888888889,1.0,1
339,True,17,Apartamento,9,Ineficiente,19.94117647058824,37.66666666666666,1.8888888888888888,1
445,False,16,Apartamento,7,Moderado,27.8125,63.57142857142857,2.2857142857142856,0
623,True,6,Apartamento,4,Ineficiente,103.83333333333331,155.75,1.5,1
603,True,5,Comércio,11,Ineficiente,120.6,54.81818181818182,0.4545454545454545,1
95,False,16,Casa,2,Eficiente,5.9375,47.5,8.0,0
208,False,9,Apartamento,2,Eficiente,23.11111111111111,104.0,4.5,0
654,False,13,Casa,4,Ineficiente,50.30769230769231,163.5,3.25,0
188,False,13,Casa,1,Eficiente,14.461538461538462,188.0,13.0,0
612,True,9,Casa,4,Ineficiente,68.0,153.0,2.25,1
348,False,6,Casa,11,Moderado,58.0,31.63636363636364,0.5454545454545454,0
241,False,14,Apartamento,6,Eficiente,17.214285714285715,40.16666666666666,2.333333333333333,0
339,True,9,Apartamento,6,Moderado,37.66666666666666,56.5,1.5,1
181,True,13,Casa,7,Moderado,13.923076923076923,25.857142857142858,1.8571428571428568,1
585,False,16,Casa,5,Ineficiente,36.5625,117.0,3.2,0
650,True,4,Apartamento,9,Ineficiente,162.5,72.22222222222223,0.4444444444444444,1
326,True,3,Apartamento,2,Moderado,108.66666666666669,163.0,1.5,1
616,True,14,Casa,2,Ineficiente,44.0,308.0,7.0,1
210,True,17,Apartamento,4,Moderado,12.352941176470589,52.5,4.25,1
432,True,4,Apartamento,4,Moderado,108.0,108.0,1.0,1
275,False,6,Apartamento,4,Eficiente,45.833333333333336,68.75,1.5,0
461,False,10,Casa,1,Moderado,46.1,461.0,10.0,0
306,True,5,Apartamento,4,Moderado,61.2,76.5,1.25,1
555,False,17,Apartamento,5,Ineficiente,32.64705882352941,111.0,3.4,0
556,True,12,Apartamento,9,Ineficiente,46.333333333333336,61.77777777777778,1.3333333333333333,1
344,True,17,Apartamento,3,Moderado,20.235294117647054,114.66666666666669,5.666666666666667,1
451,False,8,Comércio,3,Moderado,56.375,150.33333333333334,2.6666666666666665,0
565,False,8,Casa,5,Moderado,70.625,113.0,1.6,0
513,False,15,Comércio,10,Ineficiente,34.2,51.3,1.5,0
290,False,11,Apartamento,6,Eficiente,26.363636363636363,48.333333333333336,1.8333333333333333,0
651,False,11,Apartamento,3,Ineficiente,59.18181818181818,217.0,3.6666666666666665,0
456,False,6,Casa,1,Moderado,76.0,456.0,6.0,0
474,True,11,Casa,10,Ineficiente,43.09090909090909,47.4,1.1,1
529,False,17,Apartamento,8,Ineficiente,31.11764705882353,66.125,2.125,0
443,False,17,Apartamento,1,Moderado,26.058823529411764,443.0,17.0,0
536,False,15,Casa,2,Ineficiente,35.733333333333334,268.0,7.5,0
305,True,8,Apartamento,3,Moderado,38.125,101.66666666666669,2.6666666666666665,1
210,True,4,Casa,6,Eficiente,52.5,35.0,0.6666666666666666,1
667,False,12,Comércio,4,Ineficiente,55.583333333333336,166.75,3.0,0
555,True,16,Comércio,4,Ineficiente,34.6875,138.75,4.0,1
356,False,13,Casa,9,Moderado,27.384615384615383,39.55555555555556,1.4444444444444444,0
235,True,8,Comércio,6,Eficiente,29.375,39.16666666666666,1.3333333333333333,1
297,True,4,Comércio,2,Eficiente,74.25,148.5,2.0,1
269,False,10,Casa,7,Eficiente,26.9,38.42857142857143,1.4285714285714286,0
496,True,6,Apartamento,3,Ineficiente,82.66666666666667,165.33333333333334,2.0,1
625,True,7,Casa,9,Ineficiente,89.28571428571429,69.44444444444444,0.7777777777777778,1
120,False,10,Apartamento,6,Eficiente,12.0,20.0,1.6666666666666667,0
386,False,16,Casa,8,Moderado,24.125,48.25,2.0,0
417,True,13,Casa,1,Moderado,32.07692307692308,417.0,13.0,1
393,False,10,Casa,2,Eficiente,39.3,196.5,5.0,0
154,True,14,Casa,6,Moderado,11.0,25.666666666666668,2.333333333333333,1
358,False,16,Apartamento,3,Moderado,22.375,119.33333333333331,5.333333333333333,0
255,True,14,Casa,1,Moderado,18.214285714285715,255.0,14.0,1
352,False,8,Casa,6,Eficiente,44.0,58.66666666666666,1.3333333333333333,0
699,True,6,Comércio,5,Ineficiente,116.5,139.8,1.2,1
368,True,17,Apartamento,9,Ineficiente,21.647058823529413,40.888888888888886,1.8888888888888888,1
351,True,3,Apartamento,6,Moderado,117.0,58.5,0.5,1
145,False,14,Comércio,5,Eficiente,10.357142857142858,29.0,2.8,0
562,True,9,Comércio,1,Ineficiente,62.44444444444444,562.0,9.0,1
327,False,10,Casa,1,Eficiente,32.7,327.0,10.0,0
235,False,11,Apartamento,11,Moderado,21.363636363636363,21.363636363636363,1.0,0
126,True,4,Comércio,1,Eficiente,31.5,126.0,4.0,1
533,True,3,Casa,7,Ineficiente,177.66666666666666,76.14285714285714,0.4285714285714285,1
280,True,6,Casa,6,Eficiente,46.66666666666666,46.66666666666666,1.0,1
203,False,15,Casa,5,Eficiente,13.533333333333331,40.6,3.0,0
80,True,7,Casa,4,Eficiente,11.428571428571429,20.0,1.75,1
270,True,12,Apartamento,11,Moderado,22.5,24.545454545454547,1.0909090909090908,1
658,False,14,Apartamento,11,Ineficiente,47.0,59.81818181818182,1.2727272727272727,0
595,False,3,Comércio,8,Ineficiente,198.33333333333331,74.375,0.375,0
521,True,7,Apartamento,11,Ineficiente,74.42857142857143,47.36363636363637,0.6363636363636364,1
222,True,8,Casa,8,Moderado,27.75,27.75,1.0,1
270,False,5,Casa,5,Eficiente,54.0,54.0,1.0,0
612,False,14,Comércio,4,Ineficiente,43.71428571428572,153.0,3.5,0
306,False,17,Casa,2,Moderado,18.0,153.0,8.5,0
392,False,9,Casa,7,Moderado,43.55555555555556,56.0,1.2857142857142858,0
381,True,16,Comércio,5,Ineficiente,23.8125,76.2,3.2,1
539,True,8,Apartamento,3,Ineficiente,67.375,179.66666666666666,2.6666666666666665,1
480,True,6,Casa,9,Ineficiente,80.0,53.333333333333336,0.6666666666666666,1
630,True,5,Comércio,9,Ineficiente,126.0,70.0,0.5555555555555556,1
472,False,7,Comércio,11,Ineficiente,67.42857142857143,42.90909090909091,0.6363636363636364,0
286,True,5,Casa,11,Moderado,57.2,26.0,0.4545454545454545,1
289,True,12,Comércio,10,Ineficiente,24.08333333333333,28.9,1.2,1
194,False,11,Casa,11,Moderado,17.636363636363637,17.636363636363637,1.0,0
330,True,11,Apartamento,8,Ineficiente,30.0,41.25,1.375,1
298,True,8,Comércio,1,Eficiente,37.25,298.0,8.0,1
486,True,15,Comércio,3,Ineficiente,32.4,162.0,5.0,1
522,False,13,Casa,2,Ineficiente,40.15384615384615,261.0,6.5,0
682,False,8,Casa,4,Moderado,85.25,170.5,2.0,0
433,True,14,Casa,2,Moderado,30.928571428571427,216.5,7.0,1
637,True,16,Apartamento,11,Ineficiente,39.8125,57.90909090909091,1.4545454545454546,1
629,False,6,Casa,8,Ineficiente,104.83333333333331,78.625,0.75,0
221,False,6,Casa,1,Eficiente,36.833333333333336,221.0,6.0,0
691,False,4,Casa,4,Moderado,172.75,172.75,1.0,0
580,False,12,Casa,5,Ineficiente,48.333333333333336,116.0,2.4,0
626,False,6,Casa,10,Ineficiente,104.33333333333331,62.6,0.6,0
621,True,10,Apartamento,4,Ineficiente,62.1,155.25,2.5,1
586,True,15,Casa,8,Ineficiente,39.06666666666667,73.25,1.875,1
675,True,12,Casa,2,Ineficiente,56.25,337.5,6.0,1
360,False,4,Comércio,9,Moderado,90.0,40.0,0.4444444444444444,0
503,False,11,Apartamento,2,Ineficiente,45.72727272727273,251.5,5.5,0
349,True,16,Casa,2,Moderado,21.8125,174.5,8.0,1
233,True,3,Casa,2,Eficiente,77.66666666666667,116.5,1.5,1
693,True,15,Apartamento,10,Ineficiente,46.2,69.3,1.5,1
162,False,4,Casa,8,Eficiente,40.5,20.25,0.5,0
505,False,17,Apartamento,3,Ineficiente,29.705882352941178,168.33333333333334,5.666666666666667,0
354,False,4,Casa,10,Moderado,88.5,35.4,0.4,0
363,False,13,Casa,11,Moderado,27.923076923076923,33.0,1.181818181818182,0
252,False,15,Apartamento,10,Moderado,16.8,25.2,1.5,0
406,False,17,Apartamento,8,Moderado,23.88235294117647,50.75,2.125,0
142,False,16,Comércio,7,Moderado,8.875,20.285714285714285,2.2857142857142856,0
152,True,8,Casa,10,Moderado,19.0,15.2,0.8,1
454,True,17,Apartamento,4,Ineficiente,26.705882352941178,113.5,4.25,1
587,True,16,Casa,7,Ineficiente,36.6875,83.85714285714286,2.2857142857142856,1
477,True,9,Apartamento,11,Ineficiente,53.0,43.36363636363637,0.8181818181818182,1
199,False,15,Comércio,8,Moderado,13.266666666666667,24.875,1.875,0
516,True,17,Casa,6,Ineficiente,30.352941176470587,86.0,2.833333333333333,1
544,False,17,Comércio,6,Ineficiente,32.0,90.66666666666669,2.833333333333333,0
365,True,5,Apartamento,3,Moderado,73.0,121.66666666666669,1.6666666666666667,1
344,True,13,Comércio,5,Ineficiente,26.46153846153846,68.8,2.6,1
399,False,11,Apartamento,10,Moderado,36.27272727272727,39.9,1.1,0
455,True,7,Casa,2,Ineficiente,65.0,227.5,3.5,1
168,True,7,Casa,5,Eficiente,24.0,33.6,1.4,1
282,True,13,Casa,5,Moderado,21.692307692307693,56.4,2.6,1
413,False,14,Casa,7,Moderado,29.5,59.0,2.0,0
301,True,6,Apartamento,4,Moderado,50.16666666666666,75.25,1.5,1
120,False,11,Apartamento,11,Moderado,10.909090909090908,10.909090909090908,1.0,0
147,False,10,Comércio,6,Eficiente,14.7,24.5,1.6666666666666667,0
593,False,14,Casa,9,Ineficiente,42.35714285714285,65.88888888888889,1.5555555555555556,0
677,False,6,Apartamento,4,Moderado,112.83333333333331,169.25,1.5,0
206,True,6,Comércio,11,Moderado,34.333333333333336,18.727272727272727,0.5454545454545454,1
334,True,4,Comércio,6,Moderado,83.5,55.66666666666666,0.6666666666666666,1
95,False,11,Casa,9,Moderado,8.636363636363637,10.555555555555555,1.2222222222222223,0
556,True,5,Apartamento,10,Ineficiente,111.2,55.6,0.5,1
141,True,6,Casa,1,Eficiente,23.5,141.0,6.0,1
511,True,16,Casa,8,Ineficiente,31.9375,63.875,2.0,1
347,False,9,Casa,1,Eficiente,38.55555555555556,347.0,9.0,0
114,True,12,Apartamento,4,Moderado,9.5,28.5,3.0,1
655,True,10,Apartamento,3,Ineficiente,65.5,218.33333333333331,3.333333333333333,1
573,False,10,Apartamento,4,Moderado,57.3,143.25,2.5,0
641,False,6,Comércio,7,Ineficiente,106.83333333333331,91.57142857142856,0.8571428571428571,0
548,True,17,Casa,9,Ineficiente,32.23529411764706,60.888888888888886,1.8888888888888888,1
404,True,9,Apartamento,9,Moderado,44.888888888888886,44.888888888888886,1.0,1
383,False,12,Apartamento,10,Moderado,31.916666666666668,38.3,1.2,0
355,False,3,Casa,1,Eficiente,118.33333333333331,355.0,3.0,0
280,False,8,Apartamento,10,Eficiente,35.0,28.0,0.8,0
524,True,8,Casa,1,Ineficiente,65.5,524.0,8.0,1
