consumo_kwh,uso_horario_pico,quantidade_equipamentos,tipo_imovel,horas_alto_consumo,categoria
670,True,17,Casa,4,Ineficiente
106,True,16,Casa,6,Moderado
641,True,11,Casa,7,Ineficiente
278,False,8,Casa,9,Eficiente
466,False,3,Casa,9,Ineficiente
428,True,5,Casa,10,Moderado
615,True,14,Apartamento,5,Ineficiente
457,False,6,Casa,10,Ineficiente
637,True,11,Apartamento,11,Ineficiente
606,False,13,Apartamento,3,Ineficiente
232,False,8,Apartamento,3,Eficiente
285,True,6,Comércio,6,Eficiente
534,False,3,Casa,1,Moderado
352,True,10,Casa,7,Moderado
315,False,16,Apartamento,3,Moderado
600,False,13,Apartamento,5,Ineficiente
580,True,4,Apartamento,7,Ineficiente
196,True,13,Comércio,7,Ineficiente
465,False,17,Comércio,9,Ineficiente
423,False,13,Apartamento,1,Moderado
663,True,10,Apartamento,3,Ineficiente
474,False,8,Casa,9,Ineficiente
143,True,10,Casa,8,Moderado
151,True,8,Apartamento,2,Eficiente
353,False,7,Casa,8,Moderado
399,True,7,Casa,8,Moderado
417,False,16,Casa,2,Moderado
445,True,16,Apartamento,8,Ineficiente
574,False,12,Casa,3,Ineficiente
686,True,12,Apartamento,7,Ineficiente
245,True,13,Casa,9,Moderado
623,False,10,Casa,4,Moderado
90,True,9,Casa,11,Moderado
380,True,10,Casa,6,Moderado
181,True,14,Comércio,9,Ineficiente
504,True,10,Casa,11,Ineficiente
471,False,9,Casa,11,Ineficiente
293,True,4,Apartamento,5,Eficiente
167,False,13,Apartamento,1,Eficiente
632,True,17,Casa,3,Ineficiente
480,True,11,Casa,11,Ineficiente
667,True,15,Comércio,9,Ineficiente
125,True,9,Apartamento,3,Eficiente
542,True,14,Casa,11,Ineficiente
671,False,13,Apartamento,11,Ineficiente
389,False,17,Casa,10,Moderado
165,True,8,Casa,2,Eficiente
171,True,11,Apartamento,4,Moderado
321,True,15,Comércio,5,Ineficiente
81,True,3,Casa,7,Moderado
304,True,13,Apartamento,7,Ineficiente
668,True,4,Casa,9,Ineficiente
195,True,15,Casa,8,Moderado
182,True,3,Casa,2,Eficiente
273,True,12,Casa,8,Moderado
245,True,14,Comércio,8,Ineficiente
169,True,5,Apartamento,5,Eficiente
201,True,13,Casa,3,Moderado
222,True,7,Comércio,9,Moderado
185,True,3,Comércio,7,Moderado
507,True,6,Apartamento,1,Ineficiente
384,True,16,Comércio,8,Ineficiente
396,True,15,Casa,10,Ineficiente
88,True,10,Apartamento,5,Eficiente
152,True,8,Apartamento,6,Eficiente
438,True,15,Comércio,9,Ineficiente
302,False,3,Apartamento,10,Moderado
495,True,14,Casa,8,Ineficiente
632,True,3,Apartamento,11,Ineficiente
449,False,5,Casa,3,Eficiente
343,True,16,Casa,5,Moderado
397,True,12,Casa,4,Moderado
163,False,17,Comércio,1,Eficiente
397,False,10,Casa,5,Eficiente
190,True,13,Apartamento,10,Moderado
330,True,13,Casa,7,Ineficiente
462,True,16,Comércio,1,Ineficiente
86,True,10,Casa,4,Eficiente
538,False,15,Apartamento,6,Ineficiente
163,True,5,Comércio,11,Moderado
287,True,9,Casa,9,Moderado
469,False,14,Casa,11,Ineficiente
393,False,5,Apartamento,8,Moderado
101,True,6,Comércio,2,Eficiente
489,False,11,Apartamento,11,Ineficiente
594,True,15,Casa,3,Ineficiente
206,False,6,Comércio,10,Eficiente
93,True,5,Casa,5,Eficiente
91,True,7,Apartamento,11,Moderado
166,True,9,Apartamento,7,Moderado
603,True,7,Casa,3,Ineficiente
616,True,6,Apartamento,7,Ineficiente
380,False,10,Apartamento,5,Eficiente
322,False,6,Comércio,10,Moderado
201,True,4,Casa,6,Eficiente
226,True,12,Casa,6,Moderado
646,True,15,Apartamento,11,Ineficiente
435,False,16,Casa,11,Moderado
388,False,8,Casa,4,Eficiente
367,False,4,Comércio,8,Moderado
386,False,5,Casa,9,Moderado
673,True,3,Comércio,2,Ineficiente
628,True,7,Casa,9,Ineficiente
431,False,11,Casa,11,Moderado
391,False,4,Apartamento,4,Eficiente
138,True,14,Apartamento,6,Moderado
114,True,9,Apartamento,7,Moderado
524,False,7,Apartamento,4,Moderado
172,True,4,Apartamento,8,Moderado
286,True,10,Casa,10,Moderado
432,False,13,Casa,8,Moderado
411,True,17,Casa,1,Moderado
238,True,15,Apartamento,8,Moderado
103,False,15,Casa,10,Moderado
483,False,8,Casa,3,Moderado
595,False,6,Apartamento,5,Moderado
443,True,15,Casa,10,Ineficiente
461,True,6,Casa,8,Ineficiente
611,False,4,Apartamento,11,Ineficiente
231,True,5,Casa,6,Eficiente
641,True,17,Comércio,4,Ineficiente
687,False,9,Apartamento,4,Moderado
696,True,5,Casa,4,Ineficiente
499,True,15,Apartamento,6,Ineficiente
329,True,7,Casa,7,Moderado
196,True,12,Apartamento,5,Moderado
591,True,8,Comércio,10,Ineficiente
657,True,8,Apartamento,8,Ineficiente
414,False,16,Apartamento,7,Moderado
497,False,6,Casa,8,Ineficiente
374,True,8,Casa,4,Moderado
450,True,5,Comércio,8,Ineficiente
265,True,9,Casa,6,Eficiente
325,True,9,Casa,3,Moderado
347,False,6,Casa,8,Moderado
316,False,4,Apartamento,7,Moderado
609,False,13,Casa,10,Ineficiente
631,True,9,Comércio,5,Ineficiente
100,True,5,Casa,11,Moderado
599,True,17,Casa,4,Ineficiente
179,True,3,Apartamento,1,Eficiente
557,False,4,Casa,10,Ineficiente
678,False,12,Apartamento,3,Ineficiente
377,True,11,Casa,2,Moderado
605,False,14,Casa,8,Ineficiente
413,True,17,Casa,8,Ineficiente
81,True,10,Comércio,5,Eficiente
454,False,17,Apartamento,5,Ineficiente
372,True,17,Apartamento,11,Ineficiente
632,True,16,Casa,4,Ineficiente
397,False,8,Apartamento,1,Eficiente
581,False,16,Apartamento,1,Ineficiente
460,True,8,Comércio,6,Ineficiente
93,True,16,Apartamento,4,Moderado
583,False,3,Apartamento,4,Moderado
310,False,4,Casa,3,Eficiente
163,False,6,Apartamento,9,Eficiente
209,True,5,Apartamento,3,Eficiente
224,False,16,Comércio,8,Moderado
107,True,3,Casa,2,Eficiente
145,False,10,Casa,4,Eficiente
242,True,9,Casa,1,Eficiente
308,False,6,Casa,11,Moderado
340,True,14,Casa,5,Moderado
528,True,14,Comércio,2,Ineficiente
503,True,11,Apartamento,11,Ineficiente
539,True,13,Comércio,1,Ineficiente
380,False,16,Apartamento,1,Moderado
382,False,6,Casa,2,Eficiente
366,False,3,Apartamento,5,Eficiente
474,True,17,Casa,9,Ineficiente
89,False,12,Comércio,6,Eficiente
349,False,17,Casa,4,Moderado
671,True,3,Casa,3,Ineficiente
684,True,3,Casa,8,Ineficiente
440,False,3,Apartamento,3,Eficiente
336,False,6,Casa,1,Eficiente
212,False,3,Casa,4,Eficiente
355,True,4,Apartamento,11,Moderado
592,True,6,Apartamento,5,Ineficiente
392,True,9,Casa,5,Moderado
655,False,4,Apartamento,5,Moderado
363,False,10,Comércio,8,Moderado
200,True,15,Casa,8,Moderado
186,False,9,Comércio,4,Eficiente
283,True,11,Casa,9,Moderado
244,False,16,Apartamento,1,Eficiente
384,True,8,Apartamento,5,Moderado
576,True,6,Apartamento,5,Ineficiente
635,True,8,Comércio,5,Ineficiente
235,True,17,Casa,8,Moderado
446,True,6,Casa,9,Moderado
699,False,9,Apartamento,3,Moderado
330,False,11,Apartamento,9,Moderado
413,False,5,Casa,11,Moderado
590,True,5,Apartamento,8,Ineficiente
372,True,4,Casa,3,Moderado
99,True,3,Casa,2,Eficiente
361,False,16,Apartamento,4,Moderado
80,True,3,Casa,2,Eficiente
198,False,15,Apartamento,4,Eficiente
114,False,5,Casa,5,Eficiente
277,True,16,Casa,2,Moderado
564,True,9,Apartamento,8,Ineficiente
138,True,17,Apartamento,1,Moderado
240,True,13,Casa,3,Moderado
285,False,11,Casa,7,Moderado
91,False,16,Casa,10,Moderado
569,True,4,Apartamento,1,Ineficiente
355,False,9,Comércio,11,Moderado
321,False,3,Comércio,2,Eficiente
295,False,4,Casa,3,Eficiente
330,True,8,Casa,2,Moderado
205,True,13,Comércio,2,Moderado
296,True,7,Apartamento,11,Moderado
385,False,10,Apartamento,6,Eficiente
264,True,14,Apartamento,7,Moderado
118,True,13,Casa,6,Moderado
302,False,4,Apartamento,11,Moderado
263,False,3,Comércio,6,Eficiente
574,False,9,Apartamento,9,Ineficiente
506,True,8,Casa,8,Ineficiente
257,True,10,Casa,8,Moderado
507,False,13,Casa,6,Ineficiente
373,True,17,Apartamento,5,Moderado
230,True,17,Casa,9,Moderado
463,True,15,Casa,2,Ineficiente
387,True,16,Comércio,7,Ineficiente
415,True,10,Casa,6,Moderado
454,False,4,Casa,7,Ineficiente
87,False,16,Casa,4,Eficiente
420,False,10,Casa,9,Moderado
208,True,8,Casa,7,Moderado
431,True,11,Comércio,2,Ineficiente
437,True,14,Comércio,4,Ineficiente
596,False,9,Apartamento,5,Moderado
574,True,4,Casa,2,Ineficiente
165,False,10,Apartamento,10,Eficiente
254,False,11,Casa,8,Moderado
272,True,9,Casa,1,Eficiente
390,True,6,Comércio,3,Moderado
198,False,11,Casa,1,Eficiente
297,False,6,Casa,5,Eficiente
506,True,14,Apartamento,8,Ineficiente
493,True,6,Apartamento,7,Ineficiente
193,False,11,Casa,9,Moderado
224,True,16,Casa,2,Moderado
617,True,10,Casa,8,Ineficiente
382,True,6,Apartamento,8,Moderado
667,True,16,Casa,6,Ineficiente
424,True,10,Casa,3,Moderado
80,True,17,Apartamento,2,Moderado
226,True,10,Comércio,8,Moderado
366,True,9,Casa,6,Moderado
132,False,12,Casa,4,Eficiente
383,False,15,Apartamento,5,Moderado
148,False,8,Apartamento,5,Eficiente
440,False,10,Casa,9,Moderado
681,True,9,Casa,9,Ineficiente
299,True,7,Casa,8,Moderado
654,False,14,Casa,8,Ineficiente
664,True,15,Apartamento,2,Ineficiente
240,True,15,Casa,3,Moderado
168,False,6,Apartamento,8,Eficiente
664,True,16,Apartamento,5,Ineficiente
668,True,14,Apartamento,7,Ineficiente
238,False,4,Casa,8,Eficiente
568,False,13,Apartamento,6,Ineficiente
403,True,10,Casa,5,Moderado
689,False,11,Comércio,8,Ineficiente
460,False,6,Comércio,1,Moderado
181,False,6,Casa,1,Eficiente
573,True,7,Casa,1,Ineficiente
693,True,4,Casa,3,Ineficiente
98,False,9,Apartamento,10,Eficiente
533,False,17,Apartamento,6,Ineficiente
561,False,7,Apartamento,6,Moderado
673,True,8,Apartamento,5,Ineficiente
476,True,6,Casa,7,Ineficiente
358,False,10,Apartamento,5,Eficiente
444,True,10,Apartamento,2,Moderado
410,True,14,Apartamento,4,Moderado
423,True,7,Apartamento,1,Moderado
534,True,14,Apartamento,7,Ineficiente
680,False,8,Apartamento,4,Moderado
144,False,5,Apartamento,4,Eficiente
155,True,3,Apartamento,4,Eficiente
222,True,11,Apartamento,3,Moderado
684,False,11,Apartamento,8,Ineficiente
552,True,5,Apartamento,4,Ineficiente
496,True,6,Apartamento,8,Ineficiente
384,False,15,Casa,9,Moderado
576,True,9,Casa,1,Ineficiente
370,False,4,Casa,4,Eficiente
181,True,14,Apartamento,6,Moderado
346,False,5,Apartamento,8,Moderado
82,True,8,Comércio,6,Eficiente
164,False,13,Casa,6,Eficiente
407,True,10,Casa,10,Moderado
529,True,17,Casa,4,Ineficiente
533,False,3,Casa,9,Ineficiente
300,True,6,Apartamento,7,Moderado
233,True,17,Casa,11,Moderado
91,True,3,Apartamento,6,Eficiente
212,False,4,Apartamento,1,Eficiente
383,True,10,Apartamento,2,Moderado
372,True,8,Comércio,6,Moderado
379,False,11,Casa,11,Moderado
122,True,4,Casa,1,Eficiente
422,False,5,Comércio,11,Moderado
405,False,11,Comércio,5,Moderado
577,False,11,Casa,1,Ineficiente
443,False,15,Casa,3,Moderado
506,False,8,Casa,7,Ineficiente
100,True,16,Casa,5,Moderado
486,False,17,Comércio,10,Ineficiente
698,True,5,Apartamento,1,Ineficiente
415,True,7,Casa,1,Moderado
196,False,17,Comércio,8,Moderado
203,True,4,Apartamento,11,Moderado
478,False,9,Casa,9,Ineficiente
130,True,12,Comércio,7,Ineficiente
403,False,13,Apartamento,3,Moderado
220,True,10,Apartamento,6,Eficiente
549,False,8,Apartamento,3,Moderado
413,False,10,Apartamento,10,Moderado
452,False,4,Casa,4,Moderado
643,True,5,Apartamento,4,Ineficiente
573,True,9,Comércio,3,Ineficiente
618,True,12,Casa,10,Ineficiente
235,False,14,Apartamento,6,Eficiente
370,False,3,Apartamento,5,Eficiente
223,True,9,Casa,11,Moderado
185,False,8,Apartamento,9,Eficiente
499,False,10,Casa,9,Ineficiente
81,True,9,Apartamento,3,Eficiente
668,False,6,Casa,9,Ineficiente
169,False,5,Comércio,3,Eficiente
424,True,5,Casa,4,Moderado
429,True,17,Casa,1,Moderado
538,True,6,Casa,5,Ineficiente
342,False,17,Comércio,9,Ineficiente
430,False,11,Apartamento,2,Moderado
187,False,11,Apartamento,4,Eficiente
665,True,15,Apartamento,10,Ineficiente
118,True,4,Apartamento,2,Eficiente
238,True,7,Casa,8,Moderado
662,True,3,Apartamento,9,Ineficiente
391,False,6,Casa,3,Eficiente
320,False,4,Comércio,9,Moderado
524,False,10,Apartamento,6,Moderado
377,False,6,Casa,6,Eficiente
115,True,7,Casa,7,Moderado
163,True,13,Apartamento,5,Moderado
531,True,6,Casa,6,Ineficiente
464,False,7,Casa,11,Ineficiente
251,False,7,Casa,1,Eficiente
455,True,7,Apartamento,3,Ineficiente
441,True,13,Apartamento,9,Ineficiente
638,True,5,Casa,5,Ineficiente
220,True,9,Casa,5,Eficiente
197,True,5,Apartamento,8,Moderado
356,True,4,Apartamento,11,Moderado
299,True,5,Casa,11,Moderado
105,False,13,Casa,2,Eficiente
600,False,5,Comércio,7,Ineficiente
89,True,10,Comércio,9,Moderado
457,True,6,Comércio,7,Ineficiente
663,True,5,Apartamento,5,Ineficiente
231,True,12,Casa,6,Moderado
128,True,7,Casa,4,Eficiente
233,True,6,Casa,7,Moderado
372,False,11,Casa,1,Moderado
659,False,10,Comércio,4,Moderado
129,True,13,Apartamento,3,Moderado
610,False,9,Apartamento,4,Moderado
691,True,17,Casa,1,Ineficiente
139,True,10,Comércio,2,Eficiente
246,False,15,Apartamento,11,Moderado
281,False,7,Casa,9,Eficiente
225,False,6,Comércio,7,Eficiente
518,False,9,Casa,6,Moderado
321,False,3,Casa,2,Eficiente
660,False,8,Apartamento,1,Moderado
640,False,17,Apartamento,2,Ineficiente
562,True,10,Casa,7,Ineficiente
187,False,9,Casa,2,Eficiente
305,False,4,Comércio,3,Eficiente
511,False,16,Apartamento,8,Ineficiente
498,True,15,Apartamento,7,Ineficiente
534,False,16,Casa,11,Ineficiente
239,True,9,Casa,11,Moderado
602,True,15,Casa,11,Ineficiente
669,True,8,Casa,9,Ineficiente
156,False,15,Casa,4,Eficiente
588,False,7,Casa,7,Ineficiente
520,True,6,Apartamento,1,Ineficiente
333,True,3,Casa,11,Moderado
399,True,15,Apartamento,11,Ineficiente
342,False,4,Casa,2,Eficiente
676,True,17,Apartamento,7,Ineficiente
633,True,9,Casa,2,Ineficiente
453,True,12,Apartamento,6,Ineficiente
246,True,5,Casa,10,Moderado
538,True,7,Comércio,9,Ineficiente
359,False,10,Apartamento,11,Moderado
381,True,15,Apartamento,5,Moderado
610,False,15,Casa,10,Ineficiente
659,True,10,Apartamento,7,Ineficiente
297,True,8,Apartamento,1,Eficiente
181,True,7,Casa,8,Moderado
633,False,15,Apartamento,9,Ineficiente
367,False,4,Apartamento,5,Eficiente
246,False,11,Apartamento,6,Eficiente
115,False,3,Apartamento,11,Eficiente
432,True,13,Comércio,8,Ineficiente
152,False,4,Comércio,4,Eficiente
432,False,15,Casa,2,Moderado
149,True,3,Apartamento,10,Moderado
504,False,14,Apartamento,8,Ineficiente
640,True,6,Apartamento,2,Ineficiente
596,True,6,Comércio,5,Ineficiente
507,True,7,Casa,6,Ineficiente
618,True,7,Casa,5,Ineficiente
239,True,10,Casa,6,Eficiente
228,True,13,Casa,6,Moderado
309,True,17,Casa,3,Moderado
641,True,13,Apartamento,11,Ineficiente
146,False,5,Casa,11,Eficiente
460,False,8,Apartamento,3,Moderado
137,True,14,Apartamento,9,Moderado
338,True,15,Casa,3,Moderado
421,True,14,Casa,3,Moderado
209,False,5,Apartamento,11,Eficiente
251,True,15,Apartamento,2,Moderado
693,True,4,Comércio,7,Ineficiente
288,True,10,Comércio,10,Moderado
433,False,3,Comércio,10,Moderado
550,True,11,Apartamento,4,Ineficiente
195,True,13,Comércio,1,Moderado
343,True,9,Apartamento,6,Moderado
521,True,14,Comércio,5,Ineficiente
627,False,12,Casa,11,Ineficiente
532,False,15,Comércio,2,Ineficiente
556,False,17,Apartamento,6,Ineficiente
366,False,14,Apartamento,1,Moderado
382,True,13,Casa,3,Moderado
390,False,6,Casa,4,Eficiente
287,False,5,Casa,3,Eficiente
697,True,8,Casa,6,Ineficiente
525,False,11,Casa,11,Ineficiente
134,True,17,Apartamento,4,Moderado
91,True,11,Casa,1,Moderado
479,False,6,Casa,5,Moderado
594,False,12,Casa,5,Ineficiente
621,False,7,Apartamento,9,Ineficiente
316,True,13,Casa,8,Ineficiente
358,False,15,Casa,8,Moderado
427,True,11,Apartamento,5,Moderado
183,True,4,Apartamento,8,Moderado
596,False,4,Casa,10,Ineficiente
327,False,7,Casa,7,Moderado
443,True,3,Casa,1,Moderado
400,False,10,Comércio,7,Moderado
365,True,7,Casa,11,Moderado
228,True,14,Apartamento,8,Moderado
163,True,12,Casa,3,Moderado
485,False,4,Apartamento,9,Ineficiente
535,True,14,Casa,8,Ineficiente
240,False,11,Casa,2,Eficiente
539,True,4,Apartamento,6,Ineficiente
629,False,9,Casa,4,Moderado
579,True,10,Casa,3,Ineficiente
588,False,16,Apartamento,11,Ineficiente
560,True,8,Comércio,6,Ineficiente
193,False,16,Casa,10,Moderado
657,False,13,Apartamento,9,Ineficiente
440,False,9,Comércio,2,Eficiente
420,True,13,Apartamento,10,Ineficiente
528,False,3,Apartamento,10,Ineficiente
259,True,6,Apartamento,10,Moderado
486,False,15,Casa,5,Ineficiente
275,False,9,Apartamento,6,Eficiente
545,True,3,Casa,4,Ineficiente
390,True,15,Casa,7,Ineficiente
341,True,3,Casa,2,Moderado
498,False,13,Casa,7,Ineficiente
485,False,8,Apartamento,2,Moderado
222,True,6,Apartamento,1,Eficiente
421,True,5,Apartamento,11,Moderado
395,True,14,Casa,5,Moderado
180,True,17,Casa,2,Moderado
323,True,7,Apartamento,8,Moderado
569,False,11,Comércio,8,Ineficiente
91,True,12,Casa,1,Moderado
318,False,12,Casa,4,Moderado
640,False,14,Comércio,9,Ineficiente
121,True,16,Casa,5,Moderado
673,False,16,Comércio,11,Ineficiente
508,True,14,Apartamento,10,Ineficiente
237,True,13,Casa,6,Moderado
295,True,12,Casa,3,Moderado
541,True,5,Casa,5,Ineficiente
213,True,7,Casa,1,Eficiente
146,True,12,Comércio,8,Ineficiente
86,True,7,Apartamento,11,Moderado
605,True,11,Apartamento,6,Ineficiente
152,True,13,Apartamento,2,Moderado
478,True,14,Casa,4,Ineficiente
484,True,12,Apartamento,4,Ineficiente
657,True,13,Apartamento,9,Ineficiente
209,False,6,Apartamento,9,Eficiente
545,True,3,Casa,5,Ineficiente
285,False,12,Apartamento,3,Eficiente
345,True,7,Comércio,1,Moderado
616,False,3,Casa,6,Moderado
332,True,8,Casa,8,Moderado
368,False,14,Apartamento,1,Moderado
243,False,12,Casa,11,Moderado
174,True,12,Apartamento,1,Moderado
189,False,17,Comércio,11,Moderado
415,True,9,Apartamento,7,Moderado
317,True,3,Apartamento,7,Moderado
460,False,12,Apartamento,2,Ineficiente
515,False,6,Casa,3,Moderado
562,True,11,Casa,2,Ineficiente
104,True,15,Comércio,6,Moderado
196,False,3,Apartamento,8,Eficiente
561,False,11,Casa,8,Ineficiente
471,False,10,Casa,1,Moderado
616,False,7,Apartamento,11,Ineficiente
158,True,8,Apartamento,9,Moderado
659,False,9,Apartamento,11,Ineficiente
252,True,6,Casa,8,Moderado
91,True,16,Comércio,9,Ineficiente
207,True,16,Apartamento,9,Moderado
687,False,8,Apartamento,11,Ineficiente
171,True,9,Apartamento,6,Eficiente
622,False,13,Casa,3,Ineficiente
611,True,17,Comércio,1,Ineficiente
526,True,8,Casa,11,Ineficiente
469,False,13,Casa,8,Ineficiente
122,True,15,Apartamento,10,Moderado
333,True,17,Apartamento,3,Moderado
209,True,14,Apartamento,7,Moderado
139,False,8,Apartamento,10,Eficiente
546,True,4,Casa,6,Ineficiente
366,True,7,Comércio,3,Moderado
596,True,5,Casa,6,Ineficiente
546,True,9,Comércio,3,Ineficiente
424,True,6,Casa,9,Moderado
461,True,3,Apartamento,1,Ineficiente
332,True,14,Casa,8,Ineficiente
135,False,14,Apartamento,5,Eficiente
542,True,8,Comércio,4,Ineficiente
536,True,8,Apartamento,1,Ineficiente
162,True,9,Apartamento,9,Moderado
178,True,17,Apartamento,9,Moderado
228,False,13,Apartamento,5,Eficiente
408,True,10,Comércio,11,Ineficiente
235,True,17,Casa,9,Moderado
269,False,5,Casa,10,Eficiente
573,True,16,Casa,9,Ineficiente
342,True,8,Casa,7,Moderado
159,True,12,Casa,8,Moderado
479,True,4,Apartamento,1,Ineficiente
688,True,15,Casa,4,Ineficiente
339,True,16,Casa,10,Ineficiente
694,False,11,Casa,10,Ineficiente
631,False,4,Apartamento,4,Moderado
180,True,5,Apartamento,9,Moderado
438,True,14,Casa,3,Moderado
459,True,17,Comércio,10,Ineficiente
300,True,17,Casa,10,Moderado
499,True,15,Comércio,1,Ineficiente
203,False,12,Apartamento,11,Moderado
501,False,14,Casa,5,Ineficiente
310,False,14,Apartamento,7,Moderado
142,False,4,Apartamento,4,Eficiente
564,True,11,Casa,9,Ineficiente
653,True,3,Comércio,6,Ineficiente
562,True,7,Casa,6,Ineficiente
598,True,3,Casa,3,Ineficiente
234,False,7,Casa,10,Eficiente
171,True,10,Casa,10,Moderado
605,False,10,Casa,5,Moderado
534,True,13,Comércio,10,Ineficiente
677,False,10,Casa,6,Moderado
589,False,4,Casa,4,Moderado
262,False,10,Apartamento,3,Eficiente
465,False,14,Comércio,5,Ineficiente
653,True,7,Comércio,7,Ineficiente
484,False,17,Apartamento,11,Ineficiente
325,False,3,Comércio,6,Eficiente
670,False,9,Apartamento,2,Moderado
550,False,15,Comércio,1,Ineficiente
502,False,8,Apartamento,5,Moderado
144,False,7,Casa,5,Eficiente
92,True,3,Casa,6,Eficiente
292,False,16,Apartamento,3,Eficiente
321,True,16,Casa,1,Moderado
572,True,3,Casa,4,Ineficiente
292,True,8,Apartamento,4,Eficiente
417,True,12,Comércio,10,Ineficiente
252,True,14,Casa,2,Moderado
243,True,9,Apartamento,8,Moderado
544,True,12,Apartamento,6,Ineficiente
576,True,12,Comércio,3,Ineficiente
474,True,3,Comércio,1,Ineficiente
387,False,11,Apartamento,11,Moderado
262,False,17,Apartamento,3,Eficiente
589,False,6,Casa,8,Ineficiente
625,False,7,Apartamento,4,Moderado
643,False,4,Apartamento,3,Moderado
673,True,16,Comércio,11,Ineficiente
306,False,14,Apartamento,4,Moderado
515,False,12,Casa,11,Ineficiente
501,True,15,Apartamento,4,Ineficiente
633,True,10,Casa,2,Ineficiente
100,False,16,Casa,4,Eficiente
633,True,4,Casa,11,Ineficiente
476,False,5,Casa,9,Ineficiente
184,True,17,Apartamento,4,Moderado
271,False,14,Casa,1,Eficiente
96,True,17,Casa,1,Moderado
199,True,11,Comércio,1,Moderado
472,True,4,Casa,5,Ineficiente
504,False,16,Casa,6,Ineficiente
208,False,8,Casa,6,Eficiente
209,False,14,Casa,6,Eficiente
651,True,6,Casa,9,Ineficiente
639,False,9,Casa,1,Moderado
108,True,16,Apartamento,10,Moderado
176,True,16,Casa,6,Moderado
89,True,8,Casa,8,Moderado
321,False,12,Comércio,8,Ineficiente
311,True,16,Casa,3,Moderado
363,True,11,Comércio,5,Ineficiente
279,False,16,Apartamento,10,Moderado
158,False,11,Casa,4,Eficiente
252,True,12,Apartamento,1,Moderado
546,True,6,Casa,9,Ineficiente
660,True,3,Casa,5,Ineficiente
495,True,4,Apartamento,2,Ineficiente
528,False,10,Apartamento,2,Moderado
166,True,16,Apartamento,11,Moderado
180,False,12,Comércio,7,Moderado
87,False,10,Casa,4,Eficiente
279,True,16,Apartamento,1,Moderado
584,False,17,Apartamento,5,Ineficiente
166,True,4,Comércio,2,Eficiente
122,True,6,Apartamento,7,Moderado
464,True,3,Comércio,9,Ineficiente
514,True,9,Casa,1,Ineficiente
487,True,6,Apartamento,2,Ineficiente
562,True,13,Casa,11,Ineficiente
96,False,16,Casa,6,Eficiente
227,False,10,Comércio,8,Eficiente
356,False,11,Casa,7,Moderado
311,True,14,Comércio,9,Ineficiente
445,False,11,Casa,2,Moderado
307,False,5,Apartamento,9,Moderado
515,False,7,Casa,4,Moderado
478,False,8,Casa,11,Ineficiente
290,False,8,Casa,3,Eficiente
470,True,12,Apartamento,7,Ineficiente
578,False,10,Casa,5,Moderado
619,True,8,Apartamento,5,Ineficiente
642,False,8,Casa,2,Moderado
570,True,6,Casa,6,Ineficiente
521,True,9,Casa,6,Ineficiente
340,True,16,Casa,4,Moderado
429,False,16,Apartamento,5,Moderado
431,True,10,Comércio,7,Ineficiente
599,True,5,Casa,8,Ineficiente
399,False,9,Apartamento,6,Eficiente
217,False,5,Apartamento,5,Eficiente
629,True,10,Casa,3,Ineficiente
447,True,3,Casa,7,Moderado
299,False,3,Apartamento,8,Eficiente
416,False,16,Casa,3,Moderado
302,True,8,Casa,5,Moderado
439,False,12,Casa,11,Moderado
408,True,11,Apartamento,2,Moderado
542,False,14,Casa,10,Ineficiente
640,False,16,Casa,10,Ineficiente
461,True,6,Casa,4,Ineficiente
669,True,8,Casa,4,Ineficiente
696,False,14,Casa,8,Ineficiente
248,False,7,Comércio,3,Eficiente
296,True,14,Casa,5,Moderado
457,False,17,Apartamento,11,Ineficiente
198,False,3,Casa,5,Eficiente
269,True,8,Apartamento,2,Eficiente
449,False,11,Apartamento,9,Moderado
228,False,17,Casa,4,Eficiente
567,False,17,Apartamento,9,Ineficiente
453,True,14,Apartamento,9,Ineficiente
239,True,5,Apartamento,2,Eficiente
430,True,13,Casa,9,Ineficiente
367,False,17,Comércio,9,Ineficiente
367,False,5,Apartamento,2,Eficiente
305,False,16,Comércio,11,Ineficiente
602,False,4,Apartamento,6,Moderado
601,True,15,Apartamento,9,Ineficiente
352,False,6,Apartamento,4,Eficiente
481,True,12,Comércio,2,Ineficiente
262,False,5,Comércio,7,Eficiente
567,True,14,Casa,9,Ineficiente
203,False,4,Apartamento,6,Eficiente
493,False,3,Casa,11,Ineficiente
251,False,5,Apartamento,11,Eficiente
367,True,12,Casa,4,Moderado
514,True,8,Casa,1,Ineficiente
192,False,11,Comércio,4,Eficiente
201,False,13,Casa,3,Eficiente
623,True,7,Apartamento,7,Ineficiente
301,False,17,Apartamento,11,Moderado
118,True,5,Casa,11,Moderado
576,True,16,Casa,10,Ineficiente
312,False,7,Apartamento,5,Eficiente
609,False,7,Casa,3,Moderado
228,False,7,Apartamento,2,Eficiente
476,False,14,Comércio,2,Ineficiente
381,True,14,Casa,5,Moderado
439,True,9,Casa,8,Moderado
317,True,7,Apartamento,8,Moderado
315,True,9,Apartamento,5,Moderado
282,False,11,Casa,2,Eficiente
335,True,7,Casa,4,Moderado
677,True,4,Apartamento,7,Ineficiente
314,True,7,Comércio,6,Moderado
424,True,10,Casa,10,Moderado
613,True,14,Casa,7,Ineficiente
545,False,6,Comércio,5,Moderado
620,False,4,Apartamento,2,Moderado
292,False,12,Apartamento,8,Moderado
542,False,5,Apartamento,2,Moderado
